,Bhrammaputra River,,,,Bhrammaputra River,,,Bhrammaputra River,,,Jamuna Eco Park (U),7.53,,Jamuna Eco Park (Dn),7.57,
,Mymensingh,7.83,7.83,,Mymensingh,7.93,,"Rail Bridge, Shamvoganj",7.85,,Jamuna Eco Park (D),7.53,,Shariakandi Kheya Ghat (Up),7.49,
,Jamuna River,,,,Jamuna River,,,JamalpurRail Bridge,7.41,,Shariakandi Groin badth (U),7.52,,Shariakandi Kheya Ghat (Dn),7.49,
,Bhadurabad Ghat,8.43,8.27,,Bhadurabad Ghat,,,Jamuna River,,,Shariakandi Groin badth (D),7.52,,Mohonganj (Up),7.55,
,Near Jamuna Fertilizer Factory,8,7.93,,Near Jamuna Fertilizer Factory,7.32,,Sarkarkhana,7.46,,Mohonganj (U),7.55,,Mohonganj (Dn),7.55,
,"Fulchari Ghat, Gibanda (US)",7.52,7.48,,Near Bangabandhu Bridge (US),7.66,,Kakua,7.35,,Mohonganj (D),7.55,,Horipur Kheya Ghat (Up),7.52,
,"Fulchari Ghat, Gibanda (DS)",7.51,7.48,,Near Bangabandhu Bridge (US),7.65,,Jamuna Eco Park (UP),7.57,,Horipur Kheya Ghat (U),7.67,,Horipur Kheya Ghat (Dn),7.52,
,"Shariakandi Groin Badth, Bogra (US)",7.49,7.53,,"Fulchari Ghat, Gibanda (US)",7.66,,Jamuna Eco Park (DN),7.57,,Horipur Kheya Ghat (D),7.67,,Kakua,7.45,
,"Shariakandi Groin Badth, Bogra (DS)",7.49,7.52,,"Fulchari Ghat, Gibanda (DS)",7.66,,Shariakandi Kheya Ghat Growin Bandh (UP),7.54,,Kakua,7.96,,Tarakandi,6.95,
,Near Banabandhu Bridge (US),7.5,7.46,,Shariakandi Groin Badth (US),7.58,,Shariakandi Kheya Ghat Growin Bandh (DN),7.55,,Tarakandi (D),7.72,,Kaligonga River,,
,Near Banabandhu Bridge (DS),7.5,7.47,,Shariakandi Groin Badth (DS),7.58,,Horipur Kheya Ghat (UP),7.79,,Tarakandi (U),7.8,,"Bheutha Ghat, Manikganj",6.03,
,Kaligonga River,,,,Kaligonga River,,,Horipur Kheya Ghat (DN),7.79,,Kaligonga River,,,Meghna River,,
,"Bheutha Ghat, Manikgonj",7.19,7.54,,"Bheutha Ghat, Manikgonj",7.54,,Mohonganj (DN),7.61,,"Bheutha Ghat, Manikganj",7.53,,Meghna Ghat,4.95,
,Meghna River,,,,Meghna River,,,Mohonganj (UP),7.61,,Meghna River,,,Bisnondi Ferry Ghat,5.62,
,Bhairob Bazar,7.37,7.28,,Bhairob Bazar,7.28,,Kaligonga River,,,Meghna Ghat,7.04,,Norsingdi Launch Ghat,3.78,
,Meghna Ghat,7.03,7.06,,Meghna Ghat,7.06,,"Bheutha Ghat, Manikganj",7.42,,Bisnondi,7.24,,Anondo Bazar,6.04,
,N. S. P. M,6.92,7.13,,N. S. P. M,7.13,,Meghna River,,,Norsingdi Launch Terminal,7.41,,Bhairob Bazar,6.09,
,Chandpur (S),,,,Chandpur (S),,,Meghna Ghat,7.16,,Anondo Bazar,7.13,,Padma River,,
,Chandpur (M),,,,Chandpur (M),,,Bairob Ferry Ghat,7.34,,Bhairob Bazar,7.15,,Mawa Ghat,7.93,
,Chandpur,,,,Chandpur,,,Narshingdi Launch Ghat,7.78,,Padma River,,,Barha Ghat,7.57,
,Zia F. U. S,,,,Zia F. U. S,,,Shajalal Paper,7.53,,Mawa Ghat,7.85,,Karnaphuli River,,
,Zia F.D. S,,,,Zia F.D. S,,,Annando Bazar,7.12,,Shimulia Ghat,,,CUFL,7.65,
,Zia F.D. S,,,,Zia F.D. S,,,Bish Nondi Ghat,7.285,,Barha Ghat,7.85,,TSP,7.52,
,U.S of AFCL,,,,U.S of AFCL,,,Padma River,,,Karnaphuli River,,,Shikalbaha,7.35,
,D. S of AFCL,,,,D. S of AFCL,,,Josldia,7.75,,CUFL,7.25,,Kalurghat Bridge,7.57,
,AFCL,,,,AFCL,,,Sitardor,7.8,,TSP,7.33,,Mariam Nagar,7.46,
,Padma River,,,,Padma River,,,Kandipara,7.84,,Shikalbaha,7.55,,Karnaphuli Paper,7.56,
,Mawa Ghat,7.67,7.65,,Mawa Ghat,7.8,,Khoiria,7.94,,Kalurghat Bridge,7.48,,Halda River,,
,Shimulia Ghat,7.85,7.26,,Shimulia Ghat,7.89,,Shimolia,7.99,,Mariam Nagar,7.47,,Maduna Ghat,7.03,
,Pakshi Ghat (US),7.48,7.63,,Pakshi Ghat (US),7.7,,Gordhor Bazar,8.02,,Karnaphuli Paper,7.55,,Garduara Sluice Gate,7.13,
,Pakshi Ghat (DS),7.47,7.63,,Pakshi Ghat (DS),7.7,,Mawa ferry Ghat,7.2,,Halda River,,,Halda Bridge,6.83,
,Baro kuti Ghat (U.S),7.48,7.56,,Baro kuti Ghat (U.S),7.7,,Barha Ghat,7.61,,Maduna Ghat,7.38,,Beel Dakatia River,,
,Baro kuti Ghat (D.S),7.49,7.55,,Baro kuti Ghat (D.S),7.7,,Karnaphuli River,,,Garduara Sluice Gate,7.51,,Khulna (O.S),,
,Karnaphuli River,,,,Karnaphuli River,,,CUFL,7.65,,Halda Bridge,7.48,,Khulna (M.S),,
,CUFL,7.58,7.71,,CUFL Side Anowara,7.65,,TSP,7.54,,Beel Dakatia River,,,Bhairab River,,
,TSP,7.37,7.82,,"TSP Side, Patenga",7.54,,Shikalbaha,7.83,,Khulna (O.S),,,Basundia Bazar,5.33,
,"Karnafully River Chaktai Khal, ctg",7.73,7.64,,KAFCO side,7.83,,Kalurghat Bridge,7.37,,Khulna (M.S),,,"Noapara Ferry Ghat, Abhaynagar",5.87,
,Karnafully Mohona,,7.72,,Chaktai Khal,7.37,,Mariam Nagar,7.92,,Bhairab River,,,Noapara Jafarpur,5.99,
,1km Straight from patenga sea beach,,7.84,,15 no Ghat,7.92,,Karnafully Paper,7.63,,Basundia Bazar,8.26,,"Fultala Ghat, Dhulgram",5.93,
,Patenga charpara,,7.65,,Karnafully Mohona,7.63,,Halda River,,,Noapara Ferry Ghat,8.19,,Gorai River,,
,1km Straight from CEPZ,,7.81,,1km Straight from patenga sea beach,7.68,,Maduna Ghat,7.85,,Noapara,8.09,,Kamarkhali Bridge,6.81,
,Vattiyari shipyard area,,7.59,,Patenga charpara,7.57,,Garduara Sluice gate,7.84,,Fultala Ghat,7.55,,Mathavanga River,,
,Halda River,,,,1km Straight from CEPZ,7.63,,Halda Bridge,7.89,,Gorai River,,,"Pipe Ghat, (M.P)",4.52,
,Mohona,7.41,7.66,,Vatiyari Shipyard Area,7.73,,Beel Dakatia River,,,Kamarkhali Bridge,,,Modhumoti River,,
,Khandakiya Khal,7.08,7.57,,Halda River,,,Khulna (O.S),,,Mathavanga River,,,Dhalaitala,6.65,
,Madari Khal,7.6,7.63,,Mohona,7.81,,Khulna (M.S),,,Dorshona Railway Junction,,,Moyuri River,,
,Katakhali Khal,7.39,7.55,,Khandakiya Khal,7.51,,Bhairab River,,,Modhumoti River,,,Shoshan Ghat,0.1,
,Krishna Khal,7.19,7.59,,Madari Khal (middle point),7.48,,"Basundia Bazar, Aladipur",8.23,,Dhalaitala,,,Buro Moulavir Darga,0,
,Beel Dakatia River,,,,Katakhali Khal,7.42,,Noapara Ferry Ghat Abhaynagar,8.14,,Moyuri River,,,Doshgate Jalma,3.32,
,Khulna (O.S),7.62,7.63,,Krishna Khal,7.61,,Noapara Jafarpur,8.1,,Shoshan Ghat,7.92,,Pashur River,,
,Khulna (M.S),7.64,7.62,,Boraikhali,7.02,,"Fultala Ghat, Dhulgram",8.36,,Buro Moulavir Darga,7.84,,Rampal Power Plant,6.75,
,Bhairab River,,,,Madarikhal (Breeding Point),6.48,,Gorai River,,,Doshgate Jalma,7.83,,Banishanta,6.71,
,Noapara Ghat (S),5.59,7.81,,Noya Khal (Outside),7.1,,Kamarkhali Bridge,8.54,,Pashur River,,,Batiaghata By Pass,6.71,
,Noapara Ghat (M),5.57,7.8,,Noya Khal,7.18,,Mathavanga River,,,Rampal Power Plant,7.6,,Rupsha River,,
,Noapara Ghat (O),5.73,7.81,,Beel Dakatia River,,,Dorshona Railway Junction,8.32,,Banishanta,7.52,,Rupsa Ghat (M),6.54,
,Fultala Ghat(S),5.75,7.68,,Khulna (O.S),7.83,,Modhumoti River,,,Batiaghata By Pass,7.46,,Kalibari Ghat (M),5.98,
,Fultala Ghat (M),5.75,7.69,,Khulna (M.S),7.83,,Dhalaitala,7.86,,Rupsha River,,,Charer Hat Sulpur Aijgati (M),6.32,
,Fultala Ghat (O),,7.77,,Bhairab River,,,Moyuri River,,,Rupsa Ghat (M),8.11,,"Gilatala, Nadan Pratap (M)",5.55,
,Charerhat Ghat (S),,,,Noapara Ghat (S),8.09,,Shoshan Ghat,7.92,,Kalibari Ghat (M),8.09,,Khakshiali River,,
,Charerhat Ghat (M),5.77,,,Noapara Ghat (M),8.09,,Buro Moulavir Darga,7.84,,Charer Hat (M),8.06,,Kaliganj Bazar,5.85,
,Charerhat Ghat (O),5.77,,,Noapara Ghat (O),8.09,,Doshgate Jalma,7.83,,Gilatala,8.01,,Boshontopur,6.26,
,Gorai River,,,,Fultala Ghat(S),8.24,,Pashur River,,,Khakshiali River,,,Uzirpur,6.23,
,Kustia (S.P),7.7,,,Fultala Ghat (M),8.25,,Rampal Power Plant,8.19,,Kaliganj Bazar,7.73,,Kirtonkhola River,,
,Kustia (M.P),7.7,7.74,,Fultala Ghat (O),8.25,,Banishanta,8.14,,Boshontopur,7.75,,Launch Ghat (S),6.93,
,Kustia (O.P),7.7,7.75,,Charerhat Ghat (S),,,Batiaghata By Pass,8.22,,Gobindakathi,7.75,,Launch Ghat (M),6.97,
,Magura (S.P),7.71,7.55,,Charerhat Ghat (M),,,Rupsha River,,,Kirtonkhola River,,,Kaower Char (S),6.91,
,Magura (M.P),7.7,7.55,,Charerhat Ghat (O),,,"Gilatola, Nadan Pratap (M)",8.1,,Launch Ghat (S),8.45,,Kaower Char (M),6.65,
,Magura (O.P),7.71,7.55,,Gorai River,,,Kalibari Ghat (M),8.09,,Launch Ghat (M),7.73,,Dopdopia Kheyaghat (S),7.36,
,Mathavanga River,,,,Kustia (S.P),8,,"Charer Hat, Sulpur Aijgati (M)",8.38,,Kaower Char (S),7.8,,Dopdopia Kheyaghat (M),6.84,
,"Pipe Ghat,(M.P)",6.96,7.08,,Kustia (M.P),8.01,,Rupsa Ghat (M),8.29,,Kaower Char (M),7.65,,Tatulia River,,
,"Pipe Ghat, (U.S)",6.96,6.86,,Kustia (O.P),8,,Khakshiali River,,,Dopdopia Kheyaghat (S),7.95,,Vadura Launch Ghat (S),6.99,
,"PipeGhat, (D.S)",6.87,6.79,,Magura (S.P),8.11,,Uzirpur,5.01,,Dopdopia Kheyaghat (M),7.75,,Vadura Launch Ghat (M),6.04,
,Modhumoti River,,,,Magura (M.P),8.12,,Kaliganj Bazar,5.64,,Tatulia River,,,Sugandha River,,
,Bagerhat (O.S),7.46,7.42,,Magura (O.P),8.12,,Boshontopur,4.8,,Vadura Launch Ghat (S),8.77,,Gabkhan Lounch Terminal (S),,
,Bagerhat (M.S),7.47,7.43,,Mathavanga River,,,Kirtonkhola River,,,Vadura Launch Ghat (M),8.43,,Gabkhan Lounch Terminal (M),,
,Bagerhat (O.S),7.47,7.43,,Pipe Ghat (M.P),8.11,,Launch Ghat (S),7.73,,Sugandha River,,,Lohalia River,,
,Moyuri River,,,,Pipe Ghat (U.S),8.1,,Launch Ghat (M),7.69,,Gabkhan Lounch Terminal (S),8.87,,Patuakhali Launch Ghat (S),7.14,
,Gallamari Bridge (S),7.62,7.67,,Pipe Ghat (D.S),8.07,,Kaower Char (S),7.94,,Gabkhan Lounch Terminal (M),9.25,,Patuakhali Launch Ghat (M),6.59,
,Gallamari Bridge (M),7.64,7.67,,Modhumoti River,,,Kaower Char (M),7.99,,Lohalia River,,,Korotoa River,,
,Gallamari Bridge (O),7.62,7.67,,Bagerhat (O.S),7.78,,Dopdopia Kheyaghat (S),7.98,,Patuakhali Launch Ghat (S),9.01,,Dutta Bari Bridge (Up),3.54,
,Pashur River,,,,Bagerhat (M.S),7.78,,Dopdopia Kheyaghat (M),7.96,,Patuakhali Launch Ghat (M),8.62,,Dutta Bari Bridge (Down),3.54,
,Mongla Poart (S.P),7.79,7.91,,Bagerhat (O.S),7.78,,Tatulia River,,,Korotoa River,,,Aziz Ahmed Taki Road (Up),3.54,
,Mongla Poart (M.P),7.8,7.92,,Moyuri River,,,Vadura Launch Ghat (S),7.92,,"Dutta Bari Bridge, Bogura (Upstream)",7.17,,Aziz Ahmed Taki Road (Down),3.54,
,Mongla Poart (O.P),7.8,7.91,,Gallamari Bridge (S),7.77,,Vadura Launch Ghat (M),7.96,,"Dutta Bari Bridge, Bogura (Downstream)",7.17,,Teesta River,,
,Rupsha River,,,,Gallamari Bridge (M),7.77,,Sugandha River,,,Aziz Ahmed Taki Road (Upstream),7.16,,Sardah (Up),7.51,
,Rupsha Ghat (S),7.79,7.93,,Gallamari Bridge (O),7.66,,Jhalkathi L.G (S),,,Aziz Ahmed Taki Road (Downstream),7.16,,Sardah (Down),7.51,
,Rupsha Ghat (M),7.8,7.93,,Pashur River,,,Jhalkathi L.G (M),,,Teesta River,,,Nurullapur (Up),7.59,
,Rupsha Ghat (O),7.79,7.93,,Mongla Poart (S.P),8.23,,Lohalia River,,,"Dutta Bari Bridge, Bogura (Upstream)",7.17,,Nurullapur (Down),7.59,
,Labanchara Ghat (S),7.8,7.93,,Mongla Poart (M.P),8.23,,Patuakhali Launch Ghat (S),8.04,,"Dutta Bari Bridge, Bogura (Downstream)",7.17,,Kanchan Park (Up),7.45,
,Labanchara Ghat (M),7.81,8.12,,Mongla Poart (O.P),8.23,,Patuakhali Launch Ghat (M),7.93,,Aziz Ahmed Taki Road (Upstream),7.16,,Kanchan Park (Down),7.45,
,Labanchara Ghat (O),7.8,7.94,,Rupsha River,,,Korotoa River,,,Aziz Ahmed Taki Road (Downstream),7.16,,Surma River,,
,Khakshiali River,,,,Rupsha Ghat (S),7.85,,Dottobari Bridge (UP),7.08,,Surma River,,,Mendibag Point,7.19,
,Kaliganj (S.P),7.57,7.72,,Rupsha Ghat (M),7.85,,Dottobari Bridge (Down),7.08,,Mendibag Point,6.61,,Kin Bridge Point,7.23,
,Kaliganj (M.P),7.56,7.73,,Rupsha Ghat (O),7.83,,Aziz Ahmed Taki Road (UP),7.07,,Kin Bridge Point,6.68,,Sheaik Ghat,7.24,
,Kaliganj (O.P),7.58,7.72,,Labanchara Ghat (S),7.84,,Aziz Ahmed Taki Road (Down),7.07,,Sheaik Ghat,6.67,,Chhatak,7.74,
,Kirtonkhola River,,,,Labanchara Ghat (M),8.03,,Sultanganj- Gabtoli (UP),7.03,,Chhatak,6.84,,Kushiara River,,
,Launch Ghat (S),7.63,7.62,,Labanchara Ghat (O),8.04,,Sultanganj- Gabtoli (DN),7.03,,Kushiara River,,,Fenchuganj Bridge Point,7.66,
,Launch Ghat (M),7.63,7.63,,Khakshiali River,,,Teesta River,,,Fenchuganj Bridge Point,6.89,,Fenchuganj Fertilizer Industry Point,8.79,
,Dopdopia Kheyaghat (S),7.7,7.71,,Kaliganj (S.P),8.17,,Teesta Bridge (Up),7.94,,Fenchuganj Fertilizer Industry Point,8.5,,,,
,Dopdopia Kheyaghat (M),7.71,7.71,,Kaliganj (M.P),8.17,,Teesta Bridge (Dn),14.4,,,,,Note: 'Blank' Means Data Not Available,,
,Beltola Fery Gaht (S),7.65,7.64,,Kaliganj (O.P),8.17,,Nohali Sapmari (Up),7.72,,Note: 'Blank' Means Data Not Available,,,Source: Department of Environment (DoE),,
,Beltola Fery Gaht (M),7.63,7.65,,Kirtonkhola River,,,Nohali Sapmari (Dn),7.72,,Source: Department of Environment (DoE),,,,,
,Tatulia River,,,,Launch Ghat (S),7.59,,Teesta Barrage (Up),8.09,,,,,,,
,Vadura Launch Ghat (S),7.37,7.52,,Launch Ghat (M),7.53,,Teesta Barrage (Dn),8.09,,,,,,,
,Vadura Launch Ghat (M),7.35,7.5,,Dopdopia Kheyaghat (S),7.33,,Surma River,,,,,,,,
,Sugandha River,,,,Dopdopia Kheyaghat (M),7.29,,Mendibag Point,6.68,,,,,,,
,Jhalkathi L.G (S),7.42,7.72,,Beltola Fery Gaht (S),7.72,,Kin Bridge Point,6.61,,,,,,,
,Jhalkathi L.G (M),7.4,7.6,,Beltola Fery Gaht (M),7.6,,Sheaik Ghat,6.73,,,,,,,
,Lohalia River,,,,Tatulia River,,,Chhatak,6.85,,,,,,,
,Patuakhali Launch Ghat (S),7.39,7.62,,Vadura Launch Ghat (S),7.67,,Kushiara River,,,,,,,,
,Patuakhali Launch Ghat (M),7.37,7.58,,Vadura Launch Ghat (M),7.67,,Fcnchuganj Bridge Point,7.17,,,,,,,
,Korotoa River,,,,Sugandha River,,,,,,,,,,,
,"Near Dutta Bari Bridge, Bogra (Up stream)",6.9,7.13,,Jhalkathi L.G (S),7.45,,Note: 'Blank' Means Data Not Available,,,,,,,,
,"Near Dutta Bari Bridge, Bogra (Down stream)",6.9,7.13,,Jhalkathi L.G (M),7.55,,Source: Department of Environment (DoE),,,,,,,,
,"Near Foteh Ali Bridge, Bogra (Up stream)",6.89,7.11,,Lohalia River,,,,,,,,,,,
,"Near Foteh Ali Bridge, Bogra (Down stream)",6.89,7.11,,Patuakhali Launch Ghat (S),7.67,,,,,,,,,,
,"Near Matidali Bridge, Bogra (Up stream)",6.94,7.17,,Patuakhali Launch Ghat (M),7.8,,,,,,,,,,
,"Near Matidali Bridge, Bogra (Down stream)",6.94,7.17,,Korotoa River,,,,,,,,,,,
,"Near S.P Bridge, Bogra (Up stream)",6.87,7.08,,"Near Dutta Bari Bridge, Bogura (Upstream)",7.06,,,,,,,,,,
,"Near S.P Bridge, Bogra (Down stream)",6.87,7.08,,"Near Dutta Bari Bridge, Bogura (Downstream)",7.06,,,,,,,,,,
,"Shahjadpur, Sirajgonj (Up stream)",7.51,7.41,,"Near Foteh Ali Bridge, Bogura (Upstream)",7.1,,,,,,,,,,
,"Shahjadpur, Sirajgonj (Down stream)",7.5,7.41,,"Near Foteh Ali Bridge, Bogura (Downstream)",7.1,,,,,,,,,,
,Teesta River,,,,"Near Matidali Bridge, Bogura (Upstream)",7.09,,,,,,,,,,
,Near Tista Bridge (U.S),7.52,7.57,,"Near Matidali Bridge, Bogura (Downstream)",7.09,,,,,,,,,,
,Near Tista Bridge (D.S),7.51,7.57,,"Near S.P Bridge, Bogura (Upstream)",7.02,,,,,,,,,,
,Surma River,,,,"Near S.P Bridge, Bogura (Downstream)",7.03,,,,,,,,,,
,Mendibag Point,8.05,8.04,,"Shahjadpur, Sirajganj (Upstream)",7.54,,,,,,,,,,
,Kin Bridge Point,8.17,7.68,,"Shahjadpur, Sirajganj (Downstream)",7.54,,,,,,,,,,
,Sheaik Ghat,8.05,7.5,,Teesta River,,,,,,,,,,,
,Chhatak,8.08,7.9,,Near Tista Bridge (U.S),7.71,,,,,,,,,,
,Kazir Bazar,,7.73,,Near Tista Bridge (D.S),7.71,,,,,,,,,,
,Kushiara River,,,,Surma River,,,,,,,,,,,
,Kushiyara Point,,7.63,,Mendibag Point,6.99,,,,,,,,,,
,BDR Camp,,,,Kin Bridge Point,7.02,,,,,,,,,,
,Fenchuganj Point,7.97,,,Sheaik Ghat,7.14,,,,,,,,,,
,,,,,Chhatak,6.83,,,,,,,,,,
,Note: 'Blank' Means Data Not Available,,,,Kazir Bazar,,,,,,,,,,,
,Source: Department of Environment (DoE),,,,Kushiara River,,,,,,,,,,,
,,,,,Kushiyara Point,,,,,,,,,,,
,,,,,BDR Camp,,,,,,,,,,,
,,,,,Fenchuganj Point,6.94,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,Note: 'Blank' Means Data Not Available,,,,,,,,,,,
,,,,,Source: Department of Environment (DoE),,,,,,,,,,,
