,"Fulchari Ghat, Gibanda (US)",7.12,7.28,,Near Bangabandhu Bridge (US),7.58,,Kakua,6.67,,Mohonganj (D),7.63,,Horipur Kheya Ghat (Up),7.52,
,"Fulchari Ghat, Gibanda (DS)",7.07,7.24,,Near Bangabandhu Bridge (US),7.58,,Jamuna Eco Park (UP),7.63,,Horipur Kheya Ghat (U),7.62,,Horipur Kheya Ghat (Dn),7.52,
,"Shariakandi Groin Badth, Bogra (US)",7.18,7.14,,"Fulchari Ghat, Gibanda (US)",7.56,,Jamuna Eco Park (DN),13.99,,Horipur Kheya Ghat (D),7.62,,Kakua,7.45,
,"Shariakandi Groin Badth, Bogra (DS)",7.16,7.13,,"Fulchari Ghat, Gibanda (DS)",7.53,,Shariakandi Kheya Ghat Growin Bandh (UP),7.57,,Kakua,7.38,,Tarakandi,6.95,
,Near Banabandhu Bridge (US),7.2,7.27,,Shariakandi Groin Badth (US),7.52,,Shariakandi Kheya Ghat Growin Bandh (DN),7.57,,Tarakandi (D),6.48,,Kaligonga River,,
,Near Banabandhu Bridge (DS),7.08,7.28,,Shariakandi Groin Badth (DS),7.54,,Horipur Kheya Ghat (UP),7.75,,Tarakandi (U),4.6,,"Bheutha Ghat, Manikganj",6.03,
,Kaligonga River,,,,Kaligonga River,,,Horipur Kheya Ghat (DN),7.75,,Kaligonga River,,,Meghna River,,
,"Bheutha Ghat, Manikgonj",7.52,6.26,,"Bheutha Ghat, Manikgonj",6.26,,Mohonganj (DN),7.69,,"Bheutha Ghat, Manikganj",7.2,,Meghna Ghat,4.95,
,Meghna River,,,,Meghna River,,,Mohonganj (UP),7.69,,Meghna River,,,Bisnondi Ferry Ghat,5.62,
,Bhairob Bazar,7,5.52,,Bhairob Bazar,5.52,,Kaligonga River,,,Meghna Ghat,5.53,,Norsingdi Launch Ghat,3.78,
,Meghna Ghat,6.14,5.53,,Meghna Ghat,5.53,,"Bheutha Ghat, Manikganj",7.8,,Bisnondi,5.34,,Anondo Bazar,6.04,
,N. S. P. M,5.32,4.4,,N. S. P. M,4.4,,Meghna River,,,Norsingdi Launch Terminal,4.41,,Bhairob Bazar,6.09,
,Chandpur (S),,,,Chandpur (S),,,Meghna Ghat,5.48,,Anondo Bazar,4.83,,Padma River,,
,Chandpur (M),,,,Chandpur (M),,,Bairob Ferry Ghat,6.14,,Bhairob Bazar,6.04,,Mawa Ghat,7.93,
,Chandpur,,,,Chandpur,,,Narshingdi Launch Ghat,2.75,,Padma River,,,Barha Ghat,7.57,
,Zia F. U. S,,,,Zia F. U. S,,,Shajalal Paper,5.9,,Mawa Ghat,7.87,,Karnaphuli River,,
,Zia F.D. S,,,,Zia F.D. S,,,Annando Bazar,6.8,,Shimulia Ghat,,,CUFL,7.65,
,Zia F.D. S,,,,Zia F.D. S,,,Bish Nondi Ghat,5.65,,Barha Ghat,7.6,,TSP,7.52,
,U.S of AFCL,,,,U.S of AFCL,,,Padma River,,,Karnaphuli River,,,Shikalbaha,7.35,
,D. S of AFCL,,,,D. S of AFCL,,,Josldia,6.1,,CUFL,7.58,,Kalurghat Bridge,7.57,
,AFCL,,,,AFCL,,,Sitardor,6.2,,TSP,7.29,,Mariam Nagar,7.46,
,Padma River,,,,Padma River,,,Kandipara,6.3,,Shikalbaha,7.45,,Karnaphuli Paper,7.56,
,Mawa Ghat,7.4,7.27,,Mawa Ghat,7.5,,Khoiria,6.9,,Kalurghat Bridge,7.53,,Halda River,,
,Shimulia Ghat,7.6,7.1,,Shimulia Ghat,8.15,,Shimolia,6.2,,Mariam Nagar,7.37,,Maduna Ghat,7.03,
,Pakshi Ghat (US),7.16,7.22,,Pakshi Ghat (US),7.53,,Gordhor Bazar,6.8,,Karnaphuli Paper,7.59,,Garduara Sluice Gate,7.13,
,Pakshi Ghat (DS),7.13,7.23,,Pakshi Ghat (DS),7.53,,Mawa ferry Ghat,7.02,,Halda River,,,Halda Bridge,6.83,
,Baro kuti Ghat (U.S),7.25,7.31,,Baro kuti Ghat (U.S),7.53,,Barha Ghat,7.08,,Maduna Ghat,6.44,,Beel Dakatia River,,
,Baro kuti Ghat (D.S),7.14,7.29,,Baro kuti Ghat (D.S),7.56,,Karnaphuli River,,,Garduara Sluice Gate,6.26,,Khulna (O.S),,
,Karnaphuli River,,,,Karnaphuli River,,,CUFL,7.32,,Halda Bridge,6.56,,Khulna (M.S),,
,CUFL,6.7,7.22,,CUFL Side Anowara,7.21,,TSP,7.75,,Beel Dakatia River,,,Bhairab River,,
,TSP,6.7,6.92,,"TSP Side, Patenga",6.46,,Shikalbaha,7.04,,Khulna (O.S),,,Basundia Bazar,5.33,
,"Karnafully River Chaktai Khal, ctg",5.93,5.17,,KAFCO side,7.55,,Kalurghat Bridge,7.53,,Khulna (M.S),,,"Noapara Ferry Ghat, Abhaynagar",5.87,
,Karnafully Mohona,,7.74,,Chaktai Khal,4.21,,Mariam Nagar,6.94,,Bhairab River,,,Noapara Jafarpur,5.99,
,1km Straight from patenga sea beach,,7.66,,15 no Ghat,5.99,,Karnafully Paper,7.55,,Basundia Bazar,1.01,,"Fultala Ghat, Dhulgram",5.93,
,Patenga charpara,,7.31,,Karnafully Mohona,7.67,,Halda River,,,Noapara Ferry Ghat,4.3,,Gorai River,,
,1km Straight from CEPZ,,7.44,,1km Straight from patenga sea beach,7.63,,Maduna Ghat,6.88,,Noapara,3.6,,Kamarkhali Bridge,6.81,
,Vattiyari shipyard area,,7.25,,Patenga charpara,7.35,,Garduara Sluice gate,6.7,,Fultala Ghat,4.7,,Mathavanga River,,
,Halda River,,,,1km Straight from CEPZ,7.62,,Halda Bridge,6.78,,Gorai River,,,"Pipe Ghat, (M.P)",4.52,
,Mohona,6.23,5.92,,Vatiyari Shipyard Area,7.33,,Beel Dakatia River,,,Kamarkhali Bridge,,,Modhumoti River,,
,Khandakiya Khal,6.26,6.06,,Halda River,,,Khulna (O.S),,,Mathavanga River,,,Dhalaitala,6.65,
,Madari Khal,5.14,6.12,,Mohona,6.54,,Khulna (M.S),,,Dorshona Railway Junction,,,Moyuri River,,
,Katakhali Khal,4.62,6.19,,Khandakiya Khal,4.22,,Bhairab River,,,Modhumoti River,,,Shoshan Ghat,0.1,
,Krishna Khal,5.21,5.93,,Madari Khal (middle point),5.87,,"Basundia Bazar, Aladipur",4.62,,Dhalaitala,,,Buro Moulavir Darga,0,
,Beel Dakatia River,,,,Katakhali Khal,5.09,,Noapara Ferry Ghat Abhaynagar,5.69,,Moyuri River,,,Doshgate Jalma,3.32,
,Khulna (O.S),5.36,6.05,,Krishna Khal,5.22,,Noapara Jafarpur,5.15,,Shoshan Ghat,2.76,,Pashur River,,
,Khulna (M.S),5.39,6.04,,Boraikhali,7.79,,"Fultala Ghat, Dhulgram",5.16,,Buro Moulavir Darga,2.04,,Rampal Power Plant,6.75,
,Bhairab River,,,,Madarikhal (Breeding Point),7.63,,Gorai River,,,Doshgate Jalma,4.18,,Banishanta,6.71,
,Noapara Ghat (S),7.72,6.22,,Noya Khal (Outside),0.66,,Kamarkhali Bridge,7.91,,Pashur River,,,Batiaghata By Pass,6.71,
,Noapara Ghat (M),7.75,6.19,,Noya Khal,0.31,,Mathavanga River,,,Rampal Power Plant,0.4,,Rupsha River,,
,Noapara Ghat (O),7.74,6.19,,Beel Dakatia River,,,Dorshona Railway Junction,5.71,,Banishanta,0.7,,Rupsa Ghat (M),6.54,
,Fultala Ghat(S),7.75,6.09,,Khulna (O.S),5.29,,Modhumoti River,,,Batiaghata By Pass,5.4,,Kalibari Ghat (M),5.98,
,Fultala Ghat (M),7.76,6.1,,Khulna (M.S),5.3,,Dhalaitala,4.3,,Rupsha River,,,Charer Hat Sulpur Aijgati (M),6.32,
,Fultala Ghat (O),7.75,6.14,,Bhairab River,,,Moyuri River,,,Rupsa Ghat (M),3.8,,"Gilatala, Nadan Pratap (M)",5.55,
,Charerhat Ghat (S),,,,Noapara Ghat (S),4.76,,Shoshan Ghat,2.76,,Kalibari Ghat (M),3.9,,Khakshiali River,,
,Charerhat Ghat (M),,,,Noapara Ghat (M),4.76,,Buro Moulavir Darga,2.04,,Charer Hat (M),5.1,,Kaliganj Bazar,5.85,
,Charerhat Ghat (O),,,,Noapara Ghat (O),4.76,,Doshgate Jalma,4.18,,Gilatala,5.9,,Boshontopur,6.26,
,Gorai River,,,,Fultala Ghat(S),6.86,,Pashur River,,,Khakshiali River,,,Uzirpur,6.23,
,Kustia (S.P),5.34,6.59,,Fultala Ghat (M),6.86,,Rampal Power Plant,6.36,,Kaliganj Bazar,5.4,,Kirtonkhola River,,
,Kustia (M.P),5.37,6.62,,Fultala Ghat (O),6.86,,Banishanta,6.18,,Boshontopur,5.4,,Launch Ghat (S),6.93,
,Kustia (O.P),5.35,6.58,,Charerhat Ghat (S),,,Batiaghata By Pass,6.33,,Gobindakathi,5.1,,Launch Ghat (M),6.97,
,Magura (S.P),5.3,6.27,,Charerhat Ghat (M),,,Rupsha River,,,Kirtonkhola River,,,Kaower Char (S),6.91,
,Magura (M.P),5.32,6.24,,Charerhat Ghat (O),,,"Gilatola, Nadan Pratap (M)",5.82,,Launch Ghat (S),6.52,,Kaower Char (M),6.65,
,Magura (O.P),5.33,6.25,,Gorai River,,,Kalibari Ghat (M),5.66,,Launch Ghat (M),6.7,,Dopdopia Kheyaghat (S),7.36,
,Mathavanga River,,,,Kustia (S.P),5.98,,"Charer Hat, Sulpur Aijgati (M)",6.13,,Kaower Char (S),6.7,,Dopdopia Kheyaghat (M),6.84,
,"Pipe Ghat,(M.P)",4.49,5.17,,Kustia (M.P),5.95,,Rupsa Ghat (M),5.72,,Kaower Char (M),6.58,,Tatulia River,,
,"Pipe Ghat, (U.S)",4.6,4.6,,Kustia (O.P),5.97,,Khakshiali River,,,Dopdopia Kheyaghat (S),6.55,,Vadura Launch Ghat (S),6.99,
,"PipeGhat, (D.S)",4.4,5,,Magura (S.P),6.75,,Uzirpur,8.17,,Dopdopia Kheyaghat (M),6.85,,Vadura Launch Ghat (M),6.04,
,Modhumoti River,,,,Magura (M.P),6.71,,Kaliganj Bazar,8.15,,Tatulia River,,,Sugandha River,,
,Bagerhat (O.S),5.05,5.63,,Magura (O.P),6.73,,Boshontopur,8.31,,Vadura Launch Ghat (S),6.3,,Gabkhan Lounch Terminal (S),,
,Bagerhat (M.S),5.09,5.66,,Mathavanga River,,,Kirtonkhola River,,,Vadura Launch Ghat (M),5.06,,Gabkhan Lounch Terminal (M),,
,Bagerhat (O.S),5.06,5.61,,Pipe Ghat (M.P),6.4,,Launch Ghat (S),5.49,,Sugandha River,,,Lohalia River,,
,Moyuri River,,,,Pipe Ghat (U.S),5,,Launch Ghat (M),5.57,,Gabkhan Lounch Terminal (S),6.75,,Patuakhali Launch Ghat (S),7.14,
,Gallamari Bridge (S),1.16,1.91,,Pipe Ghat (D.S),4.72,,Kaower Char (S),5.77,,Gabkhan Lounch Terminal (M),6.98,,Patuakhali Launch Ghat (M),6.59,
,Gallamari Bridge (M),1.17,1.91,,Modhumoti River,,,Kaower Char (M),5.71,,Lohalia River,,,Korotoa River,,
,Gallamari Bridge (O),1.16,1.89,,Bagerhat (O.S),6.64,,Dopdopia Kheyaghat (S),5.75,,Patuakhali Launch Ghat (S),7.15,,Dutta Bari Bridge (Up),3.54,
,Pashur River,,,,Bagerhat (M.S),6.64,,Dopdopia Kheyaghat (M),5.76,,Patuakhali Launch Ghat (M),6.61,,Dutta Bari Bridge (Down),3.54,
,Mongla Poart (S.P),6.14,6.7,,Bagerhat (O.S),6.64,,Tatulia River,,,Korotoa River,,,Aziz Ahmed Taki Road (Up),3.54,
,Mongla Poart (M.P),6.17,6.72,,Moyuri River,,,Vadura Launch Ghat (S),5.9,,"Dutta Bari Bridge, Bogura (Upstream)",5.72,,Aziz Ahmed Taki Road (Down),3.54,
,Mongla Poart (O.P),6.15,6.72,,Gallamari Bridge (S),1.89,,Vadura Launch Ghat (M),5.88,,"Dutta Bari Bridge, Bogura (Downstream)",5.72,,Teesta River,,
,Rupsha River,,,,Gallamari Bridge (M),1.89,,Sugandha River,,,Aziz Ahmed Taki Road (Upstream),5.78,,Sardah (Up),7.51,
,Rupsha Ghat (S),5.87,6.66,,Gallamari Bridge (O),1.89,,Jhalkathi L.G (S),,,Aziz Ahmed Taki Road (Downstream),5.78,,Sardah (Down),7.51,
,Rupsha Ghat (M),5.92,6.67,,Pashur River,,,Jhalkathi L.G (M),,,Teesta River,,,Nurullapur (Up),7.59,
,Rupsha Ghat (O),5.92,6.64,,Mongla Poart (S.P),6.59,,Lohalia River,,,"Dutta Bari Bridge, Bogura (Upstream)",5.72,,Nurullapur (Down),7.59,
,Labanchara Ghat (S),5.9,6.45,,Mongla Poart (M.P),6.59,,Patuakhali Launch Ghat (S),5.78,,"Dutta Bari Bridge, Bogura (Downstream)",5.72,,Kanchan Park (Up),7.45,
,Labanchara Ghat (M),5.94,6.46,,Mongla Poart (O.P),6.59,,Patuakhali Launch Ghat (M),5.75,,Aziz Ahmed Taki Road (Upstream),5.78,,Kanchan Park (Down),7.45,
,Labanchara Ghat (O),5.85,6.43,,Rupsha River,,,Korotoa River,,,Aziz Ahmed Taki Road (Downstream),5.78,,Surma River,,
,Khakshiali River,,,,Rupsha Ghat (S),6.77,,Dottobari Bridge (UP),4.54,,Surma River,,,Mendibag Point,7.19,
,Kaliganj (S.P),5.23,5.59,,Rupsha Ghat (M),6.77,,Dottobari Bridge (Down),4.54,,Mendibag Point,7.02,,Kin Bridge Point,7.23,
,Kaliganj (M.P),5.29,5.6,,Rupsha Ghat (O),6.77,,Aziz Ahmed Taki Road (UP),4.6,,Kin Bridge Point,6.92,,Sheaik Ghat,7.24,
,Kaliganj (O.P),5.25,5.61,,Labanchara Ghat (S),7.34,,Aziz Ahmed Taki Road (Down),4.6,,Sheaik Ghat,7.06,,Chhatak,7.74,
,Kirtonkhola River,,,,Labanchara Ghat (M),7.34,,Sultanganj- Gabtoli (UP),4.61,,Chhatak,6.98,,Kushiara River,,
,Launch Ghat (S),5.73,5.99,,Labanchara Ghat (O),7.34,,Sultanganj- Gabtoli (DN),4.61,,Kushiara River,,,Fenchuganj Bridge Point,7.66,
,Launch Ghat (M),5.72,6.02,,Khakshiali River,,,Teesta River,,,Fenchuganj Bridge Point,7.24,,Fenchuganj Fertilizer Industry Point,8.79,
,Dopdopia Kheyaghat (S),5.74,5.95,,Kaliganj (S.P),6.66,,Teesta Bridge (Up),7.89,,Fenchuganj Fertilizer Industry Point,3.83,,,,
,Dopdopia Kheyaghat (M),5.75,6.01,,Kaliganj (M.P),6.66,,Teesta Bridge (Dn),7.89,,,,,Note: 'Blank' Means Data Not Available,,
,Beltola Fery Gaht (S),5.84,6.14,,Kaliganj (O.P),6.66,,Nohali Sapmari (Up),7.75,,Note: 'Blank' Means Data Not Available,,,Source: Department of Environment (DoE),,
,Beltola Fery Gaht (M),5.81,6.04,,Kirtonkhola River,,,Nohali Sapmari (Dn),7.75,,Source: Department of Environment (DoE),,,,,
,Tatulia River,,,,Launch Ghat (S),6,,Teesta Barrage (Up),7.89,,,,,,,
,Vadura Launch Ghat (S),5.95,5.77,,Launch Ghat (M),5.93,,Teesta Barrage (Dn),7.89,,,,,,,
,Vadura Launch Ghat (M),5.72,5.67,,Dopdopia Kheyaghat (S),6.21,,Surma River,,,,,,,,
,Sugandha River,,,,Dopdopia Kheyaghat (M),6.21,,Mendibag Point,6.99,,,,,,,
,Jhalkathi L.G (S),5.73,6.01,,Beltola Fery Gaht (S),6.45,,Kin Bridge Point,7,,,,,,,
,Jhalkathi L.G (M),5.56,5.89,,Beltola Fery Gaht (M),6.28,,Sheaik Ghat,7.23,,,,,,,
,Lohalia River,,,,Tatulia River,,,Chhatak,6.99,,,,,,,
,Patuakhali Launch Ghat (S),5.78,6.23,,Vadura Launch Ghat (S),6.1,,Kushiara River,,,,,,,,
,Patuakhali Launch Ghat (M),5.62,6.1,,Vadura Launch Ghat (M),6.1,,Fcnchuganj Bridge Point,7.03,,,,,,,
,Korotoa River,,,,Sugandha River,,,,,,,,,,,
,"Near Dutta Bari Bridge, Bogra (Up stream)",3.19,3.8,,Jhalkathi L.G (S),7.2,,Note: 'Blank' Means Data Not Available,,,,,,,,
,"Near Dutta Bari Bridge, Bogra (Down stream)",3.15,3.78,,Jhalkathi L.G (M),7.05,,Source: Department of Environment (DoE),,,,,,,,
,"Near Foteh Ali Bridge, Bogra (Up stream)",3.12,3.64,,Lohalia River,,,,,,,,,,,
,"Near Foteh Ali Bridge, Bogra (Down stream)",3.12,3.64,,Patuakhali Launch Ghat (S),6.63,,,,,,,,,,
,"Near Matidali Bridge, Bogra (Up stream)",3.44,3.98,,Patuakhali Launch Ghat (M),6.7,,,,,,,,,,
,"Near Matidali Bridge, Bogra (Down stream)",3.42,3.98,,Korotoa River,,,,,,,,,,,
,"Near S.P Bridge, Bogra (Up stream)",3,3.6,,"Near Dutta Bari Bridge, Bogura (Upstream)",3.73,,,,,,,,,,
,"Near S.P Bridge, Bogra (Down stream)",2.98,3.61,,"Near Dutta Bari Bridge, Bogura (Downstream)",3.7,,,,,,,,,,
,"Shahjadpur, Sirajgonj (Up stream)",7.18,7.13,,"Near Foteh Ali Bridge, Bogura (Upstream)",3.57,,,,,,,,,,
,"Shahjadpur, Sirajgonj (Down stream)",7.18,7.13,,"Near Foteh Ali Bridge, Bogura (Downstream)",3.57,,,,,,,,,,
,Teesta River,,,,"Near Matidali Bridge, Bogura (Upstream)",4.02,,,,,,,,,,
,Near Tista Bridge (U.S),7.23,7.13,,"Near Matidali Bridge, Bogura (Downstream)",4.03,,,,,,,,,,
,Near Tista Bridge (D.S),7.2,7.14,,"Near S.P Bridge, Bogura (Upstream)",3.41,,,,,,,,,,
,Surma River,,,,"Near S.P Bridge, Bogura (Downstream)",3.41,,,,,,,,,,
,Mendibag Point,6.94,6.72,,"Shahjadpur, Sirajganj (Upstream)",7.46,,,,,,,,,,
,Kin Bridge Point,6.86,6.46,,"Shahjadpur, Sirajganj (Downstream)",7.46,,,,,,,,,,
,Sheaik Ghat,6.91,6.18,,Teesta River,,,,,,,,,,,
,Chhatak,6.76,6.9,,Near Tista Bridge (U.S),7.57,,,,,,,,,,
,Kazir Bazar,,7.4,,Near Tista Bridge (D.S),7.57,,,,,,,,,,
,Kushiara River,,,,Surma River,,,,,,,,,,,
,Kushiyara Point,,6.73,,Mendibag Point,7.14,,,,,,,,,,
,BDR Camp,,,,Kin Bridge Point,7.21,,,,,,,,,,
,Fenchuganj Point,6.92,,,Sheaik Ghat,6.97,,,,,,,,,,
,,,,,Chhatak,7,,,,,,,,,,
,Note: 'Blank' Means Data Not Available,,,,Kazir Bazar,,,,,,,,,,,
,Source: Department of Environment (DoE),,,,Kushiara River,,,,,,,,,,,
,,,,,Kushiyara Point,,,,,,,,,,,
,,,,,BDR Camp,,,,,,,,,,,
,,,,,Fenchuganj Point,6.93,,,,,,,,,,
,,,,,,,,,,,,,,,,
