,2019,1,360,1,360,1,270,1,50,1,180,1,90,1,90,1,130,1,330,1,50,1,310,1,310
,2020,1,90,1,50,1,360,1,130,1,270,1,180,1,90,1,310,1,130,1,90,1,180,1,70
,2021,1,360,1,360,1,230,1,180,1,360,1,130,1,90,1,90,1,90,1,90,1,320,1,360
,2022,1,360,1,50,1,310,1,130,1,90,1,90,1,130,1,90,1,230,1,230,1,310,1,360
,2023,1,360,1,360,1,230,1,230,1,180,1,180,1,90,1,90,1,130,1,230,1,310,1,360
,2024,1,310,1,230,1,180,1,230,1,90,1,180,**,**,**,**,**,**,**,**,**,**,**,**
,Station : Bogra,,,,,,,,,,,,,,,,,,,,,,,,
,2015,2,270,2,310,2,90,2,130,2,90,2,180,2,130,2,90,2,180,2,130,2,360,2,90
,2016,2,270,2,90,2,90,2,130,2,130,2,90,2,90,2,90,2,90,1,360,2,360,2,360
,2017,2,310,2,310,2,130,2,180,2,90,2,90,2,180,2,130,1,90,1,90,2,310,2,310
,2018,2,310,2,270,1,360,2,270,2,90,2,90,2,130,2,90,2,130,2,360,2,130,2,310
,2019,2,270,2,270,2,90,2,90,2,180,2,90,2,90,2,90,2,310,2,90,2,310,2,270
,2020,2,360,2,310,2,360,2,130,2,90,2,90,2,230,1,80,2,90,2,90,2,130,2,270
,2021,2,270,2,310,2,310,2,130,2,90,2,230,2,90,2,90,2,230,2,180,2,310,2,90
,2022,2,310,2,90,2,10,2,90,2,90,2,270,2,130,2,130,2,230,2,130,2,230,2,310
,2023,2,270,2,310,2,90,2,230,2,180,2,180,2,130,2,130,2,130,2,90,2,270,2,310
,2024,2,310,2,270,2,270,2,90,2,90,2,130,**,**,**,**,**,**,**,**,**,**,**,**
,Station : Mymensingh,,,,,,,,,,,,,,,,,,,,,,,,
,2015,1,270,1,90,1,290,1,90,1,130,1,130,1,130,1,160,1,160,1,90,1,130,1,90
,2016,1,90,1,90,1,90,1,90,1,90,1,130,1,130,1,130,1,180,1,130,1,270,1,310
,2017,1,360,1,280,1,90,1,90,1,90,1,50,1,90,1,160,1,90,1,40,1,40,1,90
,2018,1,270,1,130,1,90,1,310,1,90,1,130,1,180,1,130,1,90,1,130,1,130,1,330
,2019,1,270,1,40,1,90,1,90,1,90,1,90,1,40,1,130,1,20,1,70,1,90,1,40
,2020,1,270,1,270,1,270,1,90,1,90,1,140,1,180,1,110,1,180,1,180,1,70,1,230
,2021,1,270,1,270,1,60,1,50,1,40,1,150,1,130,1,180,1,120,1,60,1,90,1,300
,2022,1,330,1,90,1,130,1,180,1,90,1,230,1,90,1,90,1,320,1,180,999,9990,999,9990
,2023,1,270,999,9990,2,40,1,90,1,90,1,130,1,130,1,180,1,130,1,180,4,110,2,320
,2024,1,270,1,90,1,50,1,130,1,90,1,180,1,130,**,**,**,**,**,**,**,**,**,**
,Station : Sylhet,,,,,,,,,,,,,,,,,,,,,,,,
,2015,2,360,2,70,2,210,2,70,2,30,2,80,2,190,2,60,2,50,2,90,2,30,2,60
,2016,2,90,2,80,2,60,2,80,2,60,2,70,2,90,2,270,2,130,2,130,2,50,2,90
,2017,2,90,2,60,2,90,2,90,2,90,1,180,2,140,2,90,2,180,2,90,2,80,2,80
,2018,2,80,2,90,2,90,2,90,2,100,2,50,2,90,2,130,2,90,2,130,2,90,2,90
,2019,2,90,2,360,2,130,2,50,2,200,1,80,2,90,2,50,1,180,1,50,1,80,1,80
,2020,1,80,1,80,1,80,1,270,1,80,1,80,1,80,1,80,1,80,1,80,1,50,1,320
,2021,1,350,1,10,1,120,1,340,1,100,2,190,2,120,2,50,1,30,2,90,2,90,2,110
,2022,2,50,2,50,2,90,2,250,2,150,1,30,2,90,2,130,2,90,2,90,2,90,2,90
,2023,2,90,1,180,2,120,2,90,1,80,2,90,1,270,2,120,2,90,2,90,2,90,2,90
,2024,2,90,2,90,2,90,1,90,2,150,2,50,**,**,**,**,**,**,**,**,**,**,**,**
,Station : Srimangal,,,,,,,,,,,,,,,,,,,,,,,,
,2015,1,330,1,90,1,290,1,130,1,90,1,130,1,180,1,50,1,130,1,130,1,310,1,130
,2016,1,330,1,320,1,180,1,90,1,70,1,130,1,30,1,50,1,140,1,180,1,20,1,130
,2017,1,180,1,310,1,50,1,110,1,180,1,130,1,120,1,130,1,100,1,130,1,110,1,120
,2018,1,310,1,110,1,210,1,50,1,90,1,60,1,130,1,90,1,120,1,60,1,120,1,90
,2019,1,180,1,280,1,60,1,90,1,160,1,270,1,130,1,160,1,40,1,120,1,50,1,80
,2020,1,310,1,160,1,180,1,180,1,130,1,130,1,130,1,80,1,130,1,80,1,180,1,80
,2021,1,50,1,240,1,50,1,310,1,60,1,130,1,130,1,130,1,130,1,90,1,270,1,60
,2022,1,150,1,140,1,270,1,90,1,180,1,90,1,50,1,130,1,130,1,160,1,60,1,130
,2023,1,360,1,130,1,180,1,130,1,140,1,60,1,130,1,110,1,130,1,90,1,50,1,50
,2024,1,10,1,130,1,50,1,130,1,50,1,130,**,**,**,**,**,**,**,**,**,**,**,**
,Station : Ishurdi,,,,,,,,,,,,,,,,,,,,,,,,
,2015,1,310,1,310,1,310,1,180,1,130,1,180,1,180,1,130,1,180,1,130,1,90,1,270
,2016,1,360,1,130,1,180,1,130,1,50,1,130,1,130,1,130,1,180,1,230,1,310,1,310
,2017,1,270,1,360,1,130,1,130,1,180,1,130,1,130,1,180,1,230,1,90,1,270,1,360
,2018,1,310,1,270,1,180,1,230,1,90,1,90,1,180,1,180,1,230,1,130,1,180,1,310
,2019,1,360,1,180,1,220,1,90,1,130,1,130,1,130,1,90,1,90,1,310,1,310,1,310
,2020,1,270,1,310,1,180,1,50,1,130,1,180,1,180,1,130,1,230,1,130,1,90,1,310
,2021,1,360,1,360,1,310,1,30,1,50,1,130,1,130,1,180,1,90,1,310,1,50,1,50
,2022,1,360,1,50,1,360,1,90,1,130,1,50,2,130,2,130,1,360,2,130,1,360,1,270
,2023,1,360,1,270,1,310,1,130,1,50,1,130,1,180,1,130,1,90,1,360,1,50,1,360
,2024,1,50,1,90,1,130,1,310,1,230,2,230,2,220,**,**,**,**,**,**,**,**,**,**
,Station : Dhaka,,,,,,,,,,,,,,,,,,,,,,,,
,2015,1,360,1,310,1,270,1,90,1,180,1,90,1,50,1,180,1,180,1,180,2,60,2,230
,2016,2,310,2,360,1,180,2,130,2,90,2,180,2,130,1,130,2,180,2,180,2,310,2,270
,2017,1,20,1,310,1,190,1,180,1,90,1,180,1,210,1,300,1,180,1,190,2,310,2,60
,2018,2,360,2,90,2,360,2,220,2,270,2,180,2,180,2,90,2,180,2,130,2,180,2,50
,2019,2,60,2,330,2,240,2,180,2,180,2,50,2,170,2,60,2,160,2,240,2,360,2,60
,2020,2,270,2,260,2,310,2,90,2,90,2,180,2,180,2,180,2,230,2,180,2,60,2,340
,2021,2,320,2,310,2,180,2,210,2,300,2,180,1,180,1,180,2,230,2,240,2,320,1,280
,2022,1,270,2,60,2,270,2,180,1,280,1,180,1,180,2,60,2,180,2,30,2,330,2,270
,2023,2,270,2,260,2,220,2,240,2,200,2,240,2,180,2,270,1,60,2,240,2,180,2,30
,2024,2,30,2,270,2,270,2,190,2,60,2,180,2,240,**,**,**,**,**,**,**,**,**,**
,Station : Comilla,,,,,,,,,,,,,,,,,,,,,,,,
,2015,1,330,1,360,1,320,1,350,1,180,1,180,1,130,1,130,1,210,1,180,1,200,1,310
,2016,1,40,1,50,1,180,1,180,1,130,1,350,1,180,1,180,1,160,1,90,1,40,1,300
,2017,1,280,1,310,1,360,1,180,1,120,1,150,1,310,1,140,1,180,1,310,1,360,1,70
,2018,1,310,1,220,1,190,1,180,1,220,1,360,1,100,1,150,1,120,1,90,1,230,1,340
,2019,1,20,1,200,1,140,1,180,1,180,1,160,1,130,1,180,1,180,1,310,1,360,1,360
,2020,1,50,1,360,1,50,1,360,1,200,1,180,1,220,1,130,1,140,1,90,1,280,1,50
,2021,1,310,1,50,1,220,1,50,1,50,1,180,1,160,1,90,1,180,1,360,1,40,1,50
,2022,1,270,1,160,1,230,1,180,1,180,1,160,1,90,1,90,1,180,1,90,1,340,1,340
,2023,1,50,1,270,1,200,1,50,1,50,1,180,1,180,1,220,1,150,1,180,1,40,1,80
,2024,1,360,1,310,1,270,1,180,1,60,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,Station : Chandpur,,,,,,,,,,,,,,,,,,,,,,,,
,2015,2,360,2,360,2,360,2,180,2,180,2,180,2,180,2,180,2,180,2,360,2,360,2,360
,2016,2,360,2,180,2,360,2,180,2,180,2,180,2,180,2,180,2,180,2,180,2,360,2,360
,2017,2,360,2,360,2,360,2,180,2,180,2,180,2,180,2,180,2,180,2,180,2,360,2,360
,2018,2,360,2,360,2,180,1,180,2,180,2,180,2,180,2,180,2,180,2,180,1,360,1,320
,2019,1,310,1,360,1,230,2,180,2,180,1,180,1,180,1,180,1,180,1,180,1,360,1,360
,2020,1,360,1,360,2,360,2,270,2,180,2,180,2,180,2,180,2,180,2,180,2,180,2,360
,2021,2,360,2,360,2,180,1,230,2,180,2,140,2,180,2,180,2,180,2,180,2,310,2,360
,2022,2,360,1,180,1,180,2,180,2,180,2,180,2,180,2,140,2,140,2,140,2,360,2,310
,2023,2,360,2,360,2,290,2,180,2,260,2,180,2,180,2,180,2,180,2,180,1,360,1,360
,2024,1,360,1,360,1,180,2,180,1,180,1,180,1,180,**,**,**,**,**,**,**,**,**,**
,Station : Jessore,,,,,,,,,,,,,,,,,,,,,,,,
,2015,2,310,1,80,2,190,3,170,3,200,3,170,3,80,3,100,3,190,2,80,3,80,2,180
,2016,3,250,3,140,2,350,3,130,3,110,2,100,3,160,1,80,2,60,3,90,3,10,3,10
,2017,3,330,3,330,1,170,2,220,3,60,2,180,3,180,3,200,3,220,2,230,3,10,3,30
,2018,3,350,3,220,2,10,2,220,3,150,2,210,3,230,3,200,3,110,3,120,3,210,3,40
,2019,3,20,3,120,3,190,1,200,3,80,3,150,3,100,3,170,3,100,3,360,3,350,3,300
,2020,2,110,3,30,3,350,2,160,3,180,3,210,3,200,3,210,2,270,3,110,3,40,3,10
,2021,3,10,3,350,3,220,2,230,3,270,1,180,3,200,2,140,3,180,2,210,3,50,3,90
,2022,3,20,2,60,3,20,3,240,3,180,3,170,3,110,3,160,2,220,2,20,2,10,3,350
,2023,3,340,2,290,1,250,2,340,1,230,3,170,2,130,2,200,3,170,3,140,2,130,1,30
,2024,3,40,3,240,3,350,3,210,3,180,3,190,3,120,**,**,**,**,**,**,**,**,**,**
,Station : Faridpur,,,,,,,,,,,,,,,,,,,,,,,,
,2015,1,310,1,310,1,310,1,230,1,180,1,180,1,210,1,230,1,180,1,90,1,310,1,360
,2016,1,340,1,290,1,140,1,180,1,150,1,90,1,110,1,110,1,220,1,130,1,310,1,310
,2017,1,310,1,310,1,130,1,180,1,180,1,90,1,180,1,180,1,130,1,140,1,310,1,340
,2018,1,310,1,170,1,360,1,360,1,100,1,130,1,180,1,150,1,120,1,90,1,340,1,310
,2019,1,310,1,320,1,270,1,180,1,180,1,180,1,90,1,150,1,130,1,360,1,340,1,340
,2020,1,340,1,360,1,320,1,90,1,160,1,320,1,180,1,130,1,180,1,130,1,330,1,360
,2021,1,360,1,360,1,140,1,180,1,90,1,140,1,180,1,130,1,90,1,360,1,360,1,310
,2022,1,310,1,230,1,340,2,180,1,90,1,140,1,200,1,180,1,140,1,180,1,320,1,320
,2023,1,320,1,310,2,310,2,310,1,310,1,320,1,100,1,180,2,130,1,300,1,300,1,350
,2024,1,360,1,350,2,340,1,180,2,180,2,130,**,**,**,**,**,**,**,**,**,**,**,**
,Station : Madaripur,,,,,,,,,,,,,,,,,,,,,,,,
,2015,1,360,1,300,1,180,1,180,1,140,1,140,1,100,1,180,1,130,1,180,1,360,1,360
,2016,1,360,1,340,1,170,1,180,1,180,1,180,1,180,1,130,1,130,1,130,1,340,1,360
,2017,1,360,1,200,1,180,1,170,1,180,1,180,1,180,1,180,1,180,1,180,1,130,1,360
,2018,1,360,2,180,1,190,1,180,2,90,1,180,2,80,1,140,2,140,2,130,2,360,2,360
,2019,2,360,2,360,1,90,2,230,2,230,2,180,1,130,1,180,2,130,**,**,2,130,**,**
,2020,1,360,2,20,1,320,1,120,1,90,3,180,1,90,1,180,**,**,2,130,**,**,**,**
,2021,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,2022,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,2023,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,2024,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,Station : Khulna,,,,,,,,,,,,,,,,,,,,,,,,
,2015,1,310,1,180,1,50,1,130,1,130,1,180,1,50,1,180,1,180,1,180,1,330,1,360
,2016,1,230,1,270,1,180,1,130,1,130,1,180,1,160,1,360,1,210,1,90,1,50,1,320
,2017,1,360,1,180,1,180,1,210,1,180,1,180,1,130,1,280,1,270,1,280,1,90,1,320
,2018,1,360,1,360,1,180,1,50,1,230,1,130,1,230,1,130,1,130,1,310,1,360,1,360
,2019,1,320,1,50,1,230,1,180,1,180,1,130,1,180,1,130,1,180,1,180,1,320,1,360
,2020,1,340,1,80,1,360,1,150,1,180,1,230,1,230,1,180,1,180,1,140,2,130,1,330
,2021,2,50,2,360,1,180,1,180,1,220,1,230,1,140,1,150,1,150,1,180,1,320,1,140
,2022,1,360,1,320,1,50,1,180,1,180,1,180,1,180,1,180,2,130,1,270,2,270,2,180
,2023,1,360,2,50,1,180,1,180,1,180,2,180,1,140,2,180,2,130,1,360,2,90,2,90
,2024,1,360,1,270,1,180,1,230,1,180,1,180,1,180,**,**,**,**,**,**,**,**,**,**
,Station : Satkhira,,,,,,,,,,,,,,,,,,,,,,,,
,2015,1,330,1,360,1,270,1,180,1,180,1,180,1,270,1,50,1,270,1,360,1,330,1,30
,2016,1,330,1,230,1,210,1,140,1,180,1,90,1,140,1,120,1,140,1,90,1,360,1,360
,2017,1,360,1,330,1,180,1,180,1,160,1,180,1,180,1,90,1,180,1,180,1,330,1,330
,2018,1,360,1,270,1,180,1,130,1,180,1,180,1,140,1,140,1,180,1,50,1,270,1,360
,2019,1,340,1,200,1,360,1,180,1,180,1,180,1,180,1,140,1,80,1,360,1,360,1,360
,2020,1,360,1,360,1,360,1,180,1,200,1,180,1,180,1,150,1,160,1,30,1,360,1,360
,2021,1,360,1,310,1,180,1,180,1,180,1,180,1,310,1,180,1,140,1,190,1,320,1,360
,2022,1,360,1,310,1,220,1,180,1,180,1,170,1,180,1,150,1,140,1,360,1,360,1,360
,2023,1,270,1,360,1,200,1,220,1,210,1,170,1,180,1,350,1,170,1,220,1,310,1,280
,2024,1,330,1,10,1,140,1,260,1,350,1,180,**,**,**,**,**,**,**,**,**,**,**,**
,Station : Barisal,,,,,,,,,,,,,,,,,,,,,,,,
,2015,1,320,1,320,1,290,1,180,1,180,1,120,1,180,2,90,1,120,1,50,2,30,1,300
,2016,1,360,1,210,1,210,1,180,1,210,1,180,1,120,2,170,1,160,1,60,1,210,1,320
,2017,1,320,1,50,1,60,1,150,1,210,1,180,1,180,1,150,1,210,1,60,1,360,1,320
,2018,1,320,1,320,1,210,1,50,1,70,1,90,1,180,1,120,1,120,1,230,1,300,1,320
,2019,1,320,1,210,1,210,1,40,2,180,1,120,1,180,1,120,1,210,1,60,1,320,1,320
,2020,1,320,1,30,1,320,1,150,2,50,1,90,1,180,1,180,1,150,1,150,2,90,1,360
,2021,2,360,1,320,1,180,1,180,2,30,2,210,1,320,2,210,2,120,2,90,2,320,2,360
,2022,1,360,2,320,2,210,2,180,2,180,2,180,2,90,2,60,2,90,2,60,2,360,2,330
,2023,2,320,2,210,1,20,2,270,2,120,2,180,2,150,2,350,2,120,2,150,2,60,2,360
,2024,1,320,1,180,1,350,1,270,2,230,2,180,**,**,**,**,**,**,**,**,**,**,**,**
,Station : Bhola,,,,,,,,,,,,,,,,,,,,,,,,
,2015,1,310,1,310,1,310,1,130,1,120,1,110,1,20,1,210,1,150,1,140,1,30,1,230
,2016,1,310,1,310,1,230,1,170,1,130,1,130,1,50,1,130,1,130,1,80,1,50,1,310
,2017,1,50,1,170,1,230,1,190,1,170,1,130,1,90,1,130,1,130,1,230,1,50,1,50
,2018,1,50,1,130,1,310,1,230,1,130,1,220,1,130,1,50,1,50,1,260,1,220,1,330
,2019,1,330,1,330,1,50,1,330,1,160,1,200,1,120,1,120,1,110,1,30,1,320,1,330
,2020,1,110,1,290,1,260,1,90,1,150,1,180,1,220,1,130,1,150,1,130,1,50,1,310
,2021,1,220,1,310,1,220,1,130,1,130,1,220,1,130,1,220,1,30,1,310,1,50,2,50
,2022,1,50,2,220,2,130,2,130,2,130,2,130,2,130,2,50,2,130,2,130,2,50,2,270
