Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Bangladesh,BGD,2022,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2021,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2020,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2019,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2018,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2017,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2016,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2015,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2014,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2013,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2011,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2010,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2009,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2008,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2006,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2005,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2004,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2003,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2001,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2000,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1999,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1998,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1996,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1995,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1994,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1993,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1991,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1990,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1989,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1988,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1986,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1985,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1984,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1983,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1981,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1980,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1979,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1978,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1977,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1976,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1975,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1974,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1973,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1972,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1971,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1970,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1969,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1968,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1967,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1966,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1965,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1964,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1963,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1962,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1961,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2023,Land area (sq. km),AG.LND.TOTL.K2,129980
Bangladesh,BGD,2022,Land area (sq. km),AG.LND.TOTL.K2,130260
Bangladesh,BGD,2021,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2020,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2019,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2018,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2017,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2016,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2015,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2014,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2013,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2012,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2011,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2010,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2009,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2008,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2007,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2006,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2005,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2004,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2003,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2002,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2001,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2000,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1999,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1998,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1997,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1996,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1995,Land area (sq. km),AG.LND.TOTL.K2,130170
